Visit_ID,Tourist_Origin,Destination _City,Destination_Type,Visitor_Type,Season,Visit_Date,Visitors_Count,Average_Rating,Revenue_USD,Average_Spending
VIS3281,Indonesia,Bangkok,Wildlife,International,Monsoon,3/30/2023,1630,2.68,389613.48,239.0266748
VIS3282,Malaysia,Munnar,Wildlife,International,Monsoon,1/25/2024,104,4.37,25721.56,247.3226923
VIS3283,Malaysia,Munnar,Hill Station,Domestic,Monsoon,11/30/2021,3047,2.67,558075.47,183.1557171
VIS3284,France,Rome,Beach,Domestic,Winter,8/26/2022,798,3.36,145965.22,182.9138095
VIS3285,Malaysia,Singapore,Beach,International,Monsoon,4/17/2022,3523,3.09,296728.03,84.22595231
VIS3286,Dubai,Bangkok,City Tourism,International,Monsoon,10/19/2021,1162,4.9,100434.23,86.4322117
VIS3287,Dubai,Dubai,City Tourism,Domestic,Winter,3/22/2021,1637,4.72,437710.09,267.3855162
VIS3288,Malaysia,Paris,City Tourism,International,Monsoon,12/14/2023,4681,4.69,1076783.02,230.0326896
VIS3289,Indonesia,Rome,Wildlife,International,Winter,9/3/2021,588,4.54,160455.92,272.8842177
VIS3290,France,Dubai,Beach,Domestic,Monsoon,5/25/2021,728,3.1,76896.97,105.627706
VIS3291,Italy,Kochi,Beach,Domestic,Monsoon,6/4/2023,2748,3.11,656253.97,238.8114884
VIS3292,Malaysia,Munnar,City Tourism,Domestic,Winter,5/6/2023,2449,3.26,424165.97,173.1996611
VIS3293,Indonesia,Kochi,Hill Station,International,Summer,6/2/2022,204,3.68,35151.76,172.312549
VIS3294,Thailand,Paris,Wildlife,International,Winter,7/2/2023,1579,2.55,112804.86,71.44069664
VIS3295,Italy,Dubai,City Tourism,Domestic,Summer,1/20/2022,2560,3.53,527364.2,206.0016406
VIS3296,Italy,Bangkok,Beach,Domestic,Winter,5/16/2021,378,2.8,92738.93,245.3410847
VIS3297,Indonesia,Singapore,Heritage,Domestic,Winter,11/20/2022,3011,5,341773.37,113.5082597
VIS3298,Malaysia,Bangkok,City Tourism,International,Winter,9/19/2021,1910,4.49,357366.51,187.1028848
VIS3299,Indonesia,Kuala Lumpur,Adventure,International,Summer,6/7/2021,4292,3.43,1048134.29,244.2064981
VIS3300,Indonesia,Munnar,Hill Station,Domestic,Monsoon,5/11/2021,1793,3.93,286930.74,160.0282989
VIS3301,Indonesia,Dubai,Beach,International,Summer,7/24/2023,1326,3.35,42009.71,31.68153092
VIS3302,Thailand,Bali,City Tourism,Domestic,Summer,10/24/2023,3367,4.21,943534.28,280.2299614
VIS3303,Italy,Kochi,Hill Station,Domestic,Summer,10/19/2023,4751,3.77,969440.47,204.0497727
VIS3304,Malaysia,Dubai,City Tourism,International,Monsoon,1/30/2022,4669,3.2,232012.22,49.69205826
VIS3305,France,Singapore,Hill Station,International,Winter,9/19/2022,4932,2.58,362698.17,73.53977494
VIS3306,Singapore,Bali,Beach,Domestic,Winter,4/21/2023,1876,2.69,308859.75,164.6373934
VIS3307,Italy,Alappuzha,Beach,International,Summer,12/29/2022,1625,3.34,241179.58,148.4182031
VIS3308,India,Bali,Wildlife,International,Summer,3/25/2022,2628,4.69,249014.61,94.75441781
VIS3309,Dubai,Alappuzha,Beach,Domestic,Monsoon,1/7/2024,4825,4.2,1349050.8,279.5960207
VIS3310,Italy,Bali,Beach,Domestic,Winter,1/19/2021,2281,3.61,59456.45,26.06595791
VIS3311,Italy,Munnar,Beach,International,Monsoon,10/5/2023,4412,3.8,944159.85,213.9981528
VIS3312,Singapore,Alappuzha,Heritage,International,Summer,6/11/2022,2249,3.87,138767.27,61.70176523
VIS3313,India,Munnar,Wildlife,International,Summer,8/21/2023,683,2.89,35648.85,52.19450952
VIS3314,Italy,Dubai,Beach,International,Winter,8/7/2023,395,4.15,84538.96,214.0226835
VIS3315,Indonesia,Paris,Wildlife,Domestic,Winter,12/22/2023,4649,4.5,1384126.89,297.7257238
VIS3316,Indonesia,Bali,Wildlife,Domestic,Summer,4/12/2022,4215,3.21,1243978.95,295.1314235
VIS3317,Thailand,Munnar,City Tourism,Domestic,Winter,2/15/2021,2324,4.94,602893.19,259.4204776
VIS3318,Italy,Rome,City Tourism,International,Summer,5/17/2022,1123,2.92,100271.49,89.28894924
VIS3319,Indonesia,Kochi,Beach,Domestic,Summer,1/23/2023,4881,3.18,207875.22,42.58865396
VIS3320,Indonesia,Paris,Beach,International,Winter,11/13/2021,2910,4.69,781986.36,268.7238351
VIS3321,Malaysia,Paris,Beach,Domestic,Winter,11/14/2021,1693,2.57,92390.75,54.5722091
VIS3322,Indonesia,Munnar,Hill Station,International,Monsoon,10/9/2021,237,2.58,29902.44,126.1706329
VIS3323,Italy,Paris,Hill Station,International,Summer,9/21/2021,1456,4.37,59853.93,41.10846841
VIS3324,Dubai,Rome,Adventure,Domestic,Winter,1/19/2023,1649,4.21,291791.67,176.9506792
VIS3325,Dubai,Bangkok,City Tourism,Domestic,Monsoon,3/15/2024,2558,3.29,244641.26,95.63770915
VIS3326,Dubai,Bangkok,Wildlife,Domestic,Monsoon,6/18/2023,2604,3.83,442388.96,169.8882335
VIS3327,Italy,Kochi,Hill Station,Domestic,Winter,7/7/2022,4765,3.98,1185378.19,248.7677209
VIS3328,France,Rome,City Tourism,Domestic,Monsoon,12/14/2022,4197,4.82,149706.03,35.66977127
VIS3329,Indonesia,Kuala Lumpur,Beach,International,Winter,10/13/2023,2599,4.56,85143.04,32.75992305
VIS3330,Indonesia,Bali,Adventure,International,Summer,9/27/2021,2943,3.91,207874.54,70.6335508
VIS3331,Italy,Bangkok,Heritage,Domestic,Winter,6/26/2022,4821,3.83,427521.31,88.67896909
VIS3332,Singapore,Alappuzha,City Tourism,International,Summer,11/13/2023,1121,3.74,144888.01,129.2488938
VIS3333,Italy,Bangkok,Beach,Domestic,Winter,4/12/2022,4617,3.14,546921.26,118.458146
VIS3334,Italy,Rome,City Tourism,Domestic,Monsoon,8/17/2023,1297,3.59,338151.62,260.7182884
VIS3335,Italy,Bali,Beach,International,Monsoon,3/20/2024,1833,3.4,109199.01,59.57392799
VIS3336,Thailand,Bangkok,Beach,Domestic,Winter,8/2/2021,3916,3.08,403589.41,103.0616471
VIS3337,Italy,Paris,Hill Station,International,Monsoon,4/12/2024,2444,4.81,217582.18,89.02707856
VIS3338,Indonesia,Singapore,Heritage,International,Monsoon,5/26/2023,753,3.27,180855.76,240.1802922
VIS3339,Thailand,Alappuzha,Adventure,Domestic,Monsoon,12/27/2022,2910,3.22,744851.04,255.9625567
VIS3340,France,Alappuzha,Hill Station,International,Winter,10/22/2021,3609,3.02,809200.23,224.2172984
VIS3341,Indonesia,Bangkok,Heritage,Domestic,Monsoon,9/22/2021,3907,4.32,502008.91,128.489611
VIS3342,Thailand,Munnar,Hill Station,International,Winter,3/9/2023,2765,4.91,569198.49,205.8584051
VIS3343,Dubai,Kuala Lumpur,City Tourism,Domestic,Winter,12/19/2022,63,4.2,17801.44,282.5625397
VIS3344,Dubai,Bali,Adventure,International,Summer,11/25/2022,4824,4.06,578021.35,119.8220046
VIS3345,France,Bali,Hill Station,Domestic,Monsoon,10/14/2022,2180,4.02,176070.82,80.76643119
VIS3346,Malaysia,Munnar,Beach,Domestic,Winter,3/30/2024,1542,4.39,65299.52,42.34728923
VIS3347,Italy,Kuala Lumpur,Adventure,International,Summer,5/19/2021,2119,3.4,157312.04,74.23881076
VIS3348,India,Rome,Hill Station,Domestic,Monsoon,1/1/2023,3912,3.89,350575.39,89.61538599
VIS3349,Malaysia,Kochi,Adventure,Domestic,Winter,3/31/2022,258,4.76,53218.79,206.2743798
VIS3350,France,Paris,Beach,International,Monsoon,8/4/2021,1076,4.42,205993.98,191.4442193
VIS3351,India,Kuala Lumpur,Hill Station,International,Monsoon,7/19/2023,,2.65,582020.05,0
VIS3352,Indonesia,Munnar,Hill Station,Domestic,Monsoon,11/5/2021,1425,3.2,39480.16,27.70537544
VIS3353,Malaysia,Singapore,Adventure,Domestic,Winter,1/4/2022,2019,3.32,377428.86,186.9385141
VIS3354,Thailand,Bali,Heritage,International,Monsoon,11/23/2023,3815,2.53,1086898.63,284.9013447
VIS3355,Singapore,Kochi,Wildlife,International,Winter,2/3/2024,,4.89,737171.37,0
VIS3356,India,Kochi,Adventure,International,Summer,7/27/2022,1007,4.45,287104.49,285.1087289
VIS3357,Malaysia,Kochi,Wildlife,International,Monsoon,10/27/2022,2800,2.61,591293.07,211.1760964
VIS3358,Singapore,Bangkok,Wildlife,International,Monsoon,6/16/2023,1451,3.75,395182.66,272.3519366
VIS3359,Thailand,Paris,City Tourism,Domestic,Winter,11/26/2022,865,3.06,148130.8,171.2494798
VIS3360,Malaysia,Kochi,City Tourism,International,Summer,2/8/2024,2225,3.47,521364.74,234.3212315
VIS3361,France,Singapore,Heritage,Domestic,Summer,2/1/2022,2433,4.29,460656.33,189.3367571
VIS3362,India,Bali,Wildlife,International,Monsoon,2/13/2023,3689,4.84,338630.68,91.79470859
VIS3363,Italy,Singapore,Beach,Domestic,Winter,1/8/2023,4375,3.59,472965.2,108.1063314
VIS3364,Thailand,Kuala Lumpur,Adventure,Domestic,Monsoon,11/6/2021,3522,4.73,356127.5,101.1151334
VIS3365,Thailand,Alappuzha,Heritage,Domestic,Winter,3/20/2022,3733,4.19,568754.98,152.3586874
VIS3366,Italy,Dubai,Adventure,Domestic,Summer,12/5/2023,1216,3.71,339707.36,279.3646053
VIS3367,Indonesia,Rome,Adventure,Domestic,Summer,2/16/2022,3196,2.85,372260.36,116.4769587
VIS3368,Dubai,Bali,Hill Station,International,Summer,4/13/2021,1816,4.73,376101.75,207.1044879
VIS3369,France,Kochi,Beach,International,Summer,1/14/2022,602,3.37,38048.68,63.20378738
VIS3370,Italy,Alappuzha,Heritage,International,Summer,8/24/2021,3019,4.46,258293.5,85.5559788
VIS3371,France,Bangkok,City Tourism,Domestic,Monsoon,1/2/2021,2743,4.75,759055.42,276.7245425
VIS3372,France,Bangkok,Heritage,Domestic,Winter,7/5/2022,609,4.33,152203.12,249.9230213
VIS3373,Indonesia,Bali,Beach,International,Winter,1/3/2024,2196,3.18,423013.47,192.6290847
VIS3374,France,Dubai,Adventure,Domestic,Winter,2/12/2023,823,2.7,208085.92,252.8382989
VIS3375,Italy,Dubai,Adventure,International,Winter,9/27/2023,2540,4.62,685003.48,269.6864094
VIS3376,Indonesia,Bangkok,Hill Station,Domestic,Summer,2/21/2023,1962,4.5,315971.29,161.0455097
VIS3377,Malaysia,Kuala Lumpur,Adventure,International,Winter,1/13/2021,2672,3.85,244195.89,91.3906774
VIS3378,Dubai,Bali,Wildlife,International,Winter,10/20/2023,2529,4.31,98072.61,38.77920522
VIS3379,Singapore,Dubai,City Tourism,International,Monsoon,10/28/2023,4110,2.9,623220.94,151.6352652
VIS3380,Dubai,Munnar,Heritage,Domestic,Winter,2/24/2022,1802,3.03,326788.57,181.3477081
VIS3381,Italy,Kuala Lumpur,Heritage,International,Summer,10/11/2021,65,2.68,6568.32,101.0510769
VIS3382,Indonesia,Bangkok,Adventure,Domestic,Summer,6/29/2022,914,4.59,206147.85,225.5446937
VIS3383,Singapore,Paris,Heritage,International,Monsoon,3/27/2024,702,4.55,189360.33,269.7440598
VIS3384,Indonesia,Bangkok,Adventure,International,Summer,7/11/2023,3282,3.91,922306.81,281.0197471
VIS3385,Malaysia,Alappuzha,Wildlife,International,Summer,9/15/2021,78,2.96,12482.93,160.0375641
VIS3386,Indonesia,Kuala Lumpur,Hill Station,International,Winter,10/3/2023,2989,3.19,111688.33,37.36645366
VIS3387,Malaysia,Kochi,Adventure,Domestic,Monsoon,12/8/2021,50,4.2,7035.75,140.715
VIS3388,Italy,Kochi,Beach,International,Summer,12/14/2023,3547,4.9,850691.84,239.834181
VIS3389,Dubai,Munnar,Heritage,Domestic,Winter,2/19/2022,4795,2.97,146144.13,30.47844213
VIS3390,India,Munnar,Beach,Domestic,Monsoon,3/6/2024,1968,3.38,172609.43,87.7080437
VIS3391,Indonesia,Rome,Heritage,Domestic,Monsoon,10/25/2023,4366,3.48,482649.59,110.5473179
VIS3392,Singapore,Singapore,Adventure,International,Summer,12/5/2022,622,3.03,60591.78,97.4144373
VIS3393,France,Kuala Lumpur,Adventure,Domestic,Monsoon,5/30/2021,3721,3.49,1072172.1,288.1408492
VIS3394,France,Dubai,Wildlife,International,Monsoon,5/19/2023,3549,4.16,1038244,292.5455058
VIS3395,Dubai,Rome,City Tourism,International,Winter,5/20/2021,3810,4.37,773168.53,202.9313727
VIS3396,Singapore,Singapore,Heritage,International,Summer,8/16/2021,3550,2.99,199135.63,56.09454366
VIS3397,Malaysia,Munnar,Adventure,International,Winter,1/5/2024,2336,4.6,136582.86,58.46869007
VIS3398,India,Alappuzha,City Tourism,International,Winter,4/10/2021,751,4.47,185904.66,247.5428229
VIS3399,France,Kuala Lumpur,City Tourism,International,Winter,10/3/2022,1052,4.44,267493.75,254.2716255
VIS3400,Italy,Rome,City Tourism,International,Winter,1/19/2023,626,4.31,112803.15,180.1967252
VIS3401,Thailand,Bangkok,Heritage,International,Summer,5/5/2023,1508,4,93708.96,62.14122016
VIS3402,Italy,Dubai,City Tourism,Domestic,Summer,12/24/2022,308,3.85,51170.71,166.1386688
VIS3403,Indonesia,Rome,Heritage,International,Winter,7/21/2022,128,2.65,10983.03,85.80492188
VIS3404,Malaysia,Kochi,Adventure,International,Summer,8/3/2022,4345,4,448869.87,103.3072198
VIS3405,Indonesia,Kochi,Hill Station,International,Summer,,1518,3.01,249464.46,164.3375889
VIS3406,Thailand,Kuala Lumpur,Hill Station,Domestic,Monsoon,2/19/2021,108,4.85,16314.05,151.0560185
VIS3407,France,Bali,Adventure,International,Summer,9/22/2021,4015,3.59,613974.74,152.9202341
VIS3408,France,Rome,Heritage,International,Monsoon,6/28/2023,2934,4.84,449571.76,153.2282754
VIS3409,Thailand,Rome,City Tourism,Domestic,Monsoon,1/4/2022,3201,4.36,428166.57,133.760253
VIS3410,Indonesia,Kochi,Hill Station,Domestic,Summer,9/19/2021,4984,3.02,471245.53,94.55167135
VIS3411,India,Bangkok,Hill Station,International,Monsoon,6/6/2022,1833,4.03,363382.26,198.2445499
VIS3412,Italy,Bali,Adventure,Domestic,Winter,11/8/2022,4140,2.67,292540.51,70.66195894
VIS3413,India,Dubai,Adventure,Domestic,Monsoon,9/27/2021,4949,3.6,1297445.23,262.1631097
VIS3414,Malaysia,Rome,Adventure,Domestic,Summer,5/12/2022,4657,4.35,1001762.19,215.1089092
VIS3415,India,Bangkok,City Tourism,International,Monsoon,5/14/2023,,3.19,454975.26,0
VIS3416,France,Bangkok,Heritage,International,Summer,5/30/2022,1563,4.45,203635.03,130.2847281
VIS3417,Dubai,Alappuzha,City Tourism,Domestic,Monsoon,5/7/2023,4828,2.91,222152.3,46.01331814
VIS3418,France,Rome,Hill Station,International,Monsoon,6/24/2023,3270,4.76,722620.54,220.9848746
VIS3419,Indonesia,Munnar,Beach,Domestic,Winter,7/3/2023,4477,2.6,490187.38,109.4901452
VIS3420,India,Bangkok,Hill Station,Domestic,Summer,3/31/2021,4826,4.11,155148.61,32.14848943
VIS3421,Italy,Bangkok,Heritage,International,Winter,9/2/2023,3663,3.27,980652.73,267.718463
VIS3422,Italy,Bangkok,City Tourism,Domestic,Winter,8/6/2023,237,3.45,20754.61,87.57219409
VIS3423,Thailand,Rome,Heritage,International,Monsoon,4/27/2023,4338,3.28,432987.9,99.81279391
VIS3424,Thailand,Kuala Lumpur,Heritage,Domestic,Monsoon,2/22/2022,2578,3.92,753814.63,292.4028821
VIS3425,Malaysia,Singapore,Adventure,International,Summer,3/3/2023,2950,4.1,640203.04,217.0179797
VIS3426,Malaysia,Alappuzha,Hill Station,International,Monsoon,4/14/2022,1803,2.85,262078.54,145.3569273
VIS3427,Dubai,Rome,Beach,International,Summer,1/18/2021,4629,4.08,299642.76,64.73163966
VIS3428,France,Bali,Adventure,International,Winter,2/10/2022,3722,4.84,742645.93,199.5287292
VIS3429,Indonesia,Kochi,Wildlife,Domestic,Winter,9/21/2022,1763,3.98,63603.65,36.07694271
VIS3430,France,Rome,City Tourism,Domestic,Summer,10/20/2021,1008,4.02,24715.63,24.51947421
VIS3431,India,Munnar,City Tourism,International,Monsoon,12/7/2021,4985,3.15,990166.48,198.6291836
VIS3432,Malaysia,Dubai,Wildlife,Domestic,Monsoon,8/2/2023,3553,4.15,744438.41,209.5238981
VIS3433,India,Kochi,Adventure,Domestic,Summer,8/26/2022,4096,3.48,543968.63,132.8048413
VIS3434,India,Singapore,City Tourism,International,Winter,9/25/2022,4613,4.7,378979.57,82.15468675
VIS3435,Malaysia,Singapore,Hill Station,International,Monsoon,12/31/2022,144,4.48,24224.5,168.2256944
VIS3436,Dubai,Dubai,Hill Station,International,Summer,2/12/2023,3125,3.11,557369.76,178.3583232
VIS3437,Dubai,Bali,Beach,International,Summer,9/15/2022,3392,4.2,943340.09,278.1073379
VIS3438,Singapore,Bangkok,Adventure,Domestic,Winter,6/3/2022,2069,3.25,548423.21,265.0668004
VIS3439,Singapore,Kuala Lumpur,Adventure,Domestic,Monsoon,3/3/2023,722,4.35,124990.44,173.1169529
VIS3440,Dubai,Paris,Heritage,International,Winter,12/1/2023,4284,4.49,1232095.93,287.604092
VIS3441,Singapore,Singapore,City Tourism,International,Summer,1/8/2023,693,3.25,114788.25,165.6396104
VIS3442,France,Dubai,Beach,Domestic,Monsoon,4/7/2021,4609,4.35,1350458.8,293.0047299
VIS3443,Thailand,Alappuzha,City Tourism,Domestic,Summer,7/3/2022,3851,4.46,530790.45,137.8318489
VIS3444,Dubai,Alappuzha,Beach,Domestic,Summer,2/3/2024,29,3.42,1319.4,45.49655172
VIS3445,France,Singapore,Beach,International,Winter,3/5/2021,58,3.11,11345.45,195.6112069
VIS3446,Italy,Kochi,Wildlife,Domestic,Winter,3/20/2023,1786,3.11,375218.96,210.0890034
VIS3447,Indonesia,Alappuzha,Beach,Domestic,Winter,1/30/2024,4882,4.74,1348598.77,276.2389943
VIS3448,Indonesia,Bali,City Tourism,International,Summer,5/17/2022,810,2.53,166588.05,205.6642593
VIS3449,Thailand,Bali,Adventure,International,Winter,1/12/2021,871,3.24,177443.89,203.7243284
VIS3450,France,Kuala Lumpur,Adventure,Domestic,Summer,9/25/2022,4348,4.3,377268.28,86.76823367
VIS3451,Thailand,Bali,City Tourism,Domestic,Monsoon,9/16/2022,3576,2.83,691118.53,193.2658082
VIS3452,India,Paris,Beach,Domestic,Monsoon,10/16/2021,4376,4.3,1272809.72,290.8614534
VIS3453,France,Paris,City Tourism,Domestic,Winter,1/20/2021,4477,3.45,1259226.81,281.2657606
VIS3454,France,Alappuzha,Heritage,Domestic,Monsoon,1/26/2021,214,4.39,26729.5,124.9042056
VIS3455,Malaysia,Alappuzha,City Tourism,Domestic,Winter,1/18/2022,3703,3.59,472600.99,127.6265163
VIS3456,Dubai,Kuala Lumpur,City Tourism,Domestic,Winter,3/1/2024,2847,2.57,635316.76,223.1530594
VIS3457,Thailand,Munnar,Adventure,International,Monsoon,6/20/2021,3294,4.88,477173.96,144.8615543
VIS3458,Malaysia,Dubai,Wildlife,International,Summer,1/15/2021,1480,3.08,162149.42,109.5604189
VIS3459,Italy,Munnar,Adventure,International,Winter,2/2/2021,1407,4.86,95553.05,67.91261549
VIS3460,Thailand,Singapore,Wildlife,International,Winter,1/25/2021,2967,3.62,717252.8,241.7434446
VIS3461,Malaysia,Alappuzha,Wildlife,International,Summer,10/17/2022,31,3.08,5199.72,167.7329032
VIS3462,Indonesia,Singapore,Adventure,Domestic,Monsoon,,4140,3.07,373183.49,90.14093961
VIS3463,Italy,Kochi,Heritage,Domestic,Summer,2/18/2021,3692,2.71,479801.04,129.9569447
VIS3464,Indonesia,Dubai,City Tourism,Domestic,Monsoon,12/1/2021,3629,4.62,242269.93,66.75941857
VIS3465,Malaysia,Munnar,Beach,Domestic,Winter,1/26/2024,1945,3.57,109935.5,56.52210797
VIS3466,Thailand,Singapore,Wildlife,Domestic,Summer,2/5/2022,3150,3.5,534132.19,169.5657746
VIS3467,Italy,Bali,Beach,Domestic,Summer,5/12/2021,551,3.85,115067.68,208.834265
VIS3468,Singapore,Dubai,City Tourism,Domestic,Winter,6/20/2023,4652,3.14,660474.48,141.9764574
VIS3469,India,Paris,City Tourism,International,Monsoon,4/25/2021,3678,3.86,833866.25,226.7173056
VIS3470,Thailand,Munnar,Heritage,International,Monsoon,12/4/2023,996,3.51,180986.93,181.7137851
VIS3471,Malaysia,Alappuzha,Heritage,International,Monsoon,6/19/2023,3418,3.92,931724.16,272.5933762
VIS3472,Malaysia,Munnar,Adventure,International,Winter,7/13/2021,3695,3.01,510672.52,138.2063654
VIS3473,Malaysia,Dubai,Heritage,International,Monsoon,1/9/2021,2070,4.14,449420.2,217.1112077
VIS3474,India,Singapore,Heritage,Domestic,Monsoon,10/23/2022,1563,3.69,350093.14,223.9879335
VIS3475,Indonesia,Alappuzha,Adventure,Domestic,Monsoon,4/28/2022,2965,3.04,647707.21,218.4509983
VIS3476,India,Alappuzha,City Tourism,International,Winter,11/27/2022,3881,3.94,1046665.99,269.6897681
VIS3477,Italy,Bangkok,Heritage,International,Summer,4/2/2023,3480,3.96,260044.72,74.72549425
VIS3478,Singapore,Rome,Hill Station,Domestic,Monsoon,4/22/2022,2624,3.54,583562.4,222.3942073
VIS3479,Dubai,Bali,Hill Station,International,Winter,7/19/2023,3329,4.74,221332.08,66.48605587
VIS3480,Thailand,Bangkok,Adventure,Domestic,Winter,3/11/2023,1304,3.15,46716.91,35.82585123
VIS3481,France,Paris,City Tourism,International,Winter,9/30/2021,762,3.5,95121.78,124.8317323
VIS3482,France,Dubai,Heritage,International,Winter,12/18/2023,4569,3.41,628170.01,137.4852287
VIS3483,Italy,Alappuzha,Beach,Domestic,Winter,8/29/2021,2520,3.94,193909,76.94801587
VIS3484,Italy,Alappuzha,Beach,International,Winter,8/24/2022,4660,3.45,526980.53,113.0859506
VIS3485,Thailand,Alappuzha,Wildlife,Domestic,Winter,11/2/2023,908,4.38,246780.59,271.7847907
VIS3486,Italy,Alappuzha,Wildlife,International,Winter,12/22/2021,2071,3.31,424504.69,204.9757074
VIS3487,Thailand,Rome,Hill Station,Domestic,Winter,12/18/2023,4071,3.15,508484.24,124.9040138
VIS3488,Italy,Bali,Wildlife,Domestic,Monsoon,6/4/2021,4343,4.89,354682.16,81.66754778
VIS3489,France,Munnar,Beach,Domestic,Winter,2/17/2024,1415,4.76,131341.87,92.82110954
VIS3490,Singapore,Alappuzha,Heritage,Domestic,Monsoon,5/4/2022,3929,2.68,667224.14,169.8203461
VIS3491,Singapore,Singapore,Adventure,Domestic,Monsoon,7/5/2022,3415,3.99,80966.1,23.70896047
VIS3492,Italy,Singapore,Beach,Domestic,Winter,4/27/2023,1995,4.89,458822.92,229.9864261
VIS3493,Singapore,Munnar,Heritage,International,Winter,3/17/2021,,2.77,363555.58,0
VIS3494,France,Munnar,Adventure,Domestic,Winter,12/4/2021,2618,2.97,53991.35,20.62312834
VIS3495,Singapore,Kuala Lumpur,Hill Station,Domestic,Winter,9/12/2023,1362,3.48,240009.07,176.2181131
VIS3496,Italy,Alappuzha,Heritage,Domestic,Summer,6/13/2021,2174,4.04,498518.19,229.309195
VIS3497,Dubai,Kochi,Beach,Domestic,Summer,7/17/2023,4149,2.84,1099596.95,265.0269824
VIS3498,France,Bali,Hill Station,Domestic,Monsoon,3/15/2023,123,2.67,24558.03,199.6587805
VIS3499,Malaysia,Singapore,City Tourism,International,Summer,12/26/2022,4751,4.24,584847.81,123.099939
VIS3500,Dubai,Singapore,Hill Station,Domestic,Summer,3/13/2022,4022,3.67,871373.29,216.6517379
VIS3501,Singapore,Kochi,Adventure,International,Monsoon,12/31/2023,1721,3.97,222330.4,129.1867519
VIS3502,India,Paris,Hill Station,Domestic,Winter,7/13/2022,4396,4.36,215164.53,48.94552548
VIS3503,Singapore,Singapore,City Tourism,International,Summer,10/1/2021,4357,3.55,520914.67,119.5581065
VIS3504,Singapore,Kochi,Adventure,International,Winter,1/2/2023,2527,2.72,529213.72,209.4237119
VIS3505,Dubai,Bangkok,Heritage,International,Winter,8/19/2022,1071,2.83,138199.24,129.0375724
VIS3506,India,Kuala Lumpur,Heritage,Domestic,Summer,7/23/2022,2838,2.89,519580.44,183.0797886
VIS3507,Indonesia,Singapore,Heritage,Domestic,Summer,7/21/2022,2010,4.2,305070.28,151.7762587
VIS3508,France,Bali,Heritage,International,Monsoon,1/13/2023,2653,2.69,393835.92,148.4492725
VIS3509,Italy,Bangkok,Adventure,Domestic,Winter,12/16/2021,2721,4.43,769224.46,282.6991768
VIS3510,Dubai,Singapore,Heritage,International,Summer,11/20/2021,3944,4.06,729311.77,184.9167774
VIS3511,India,Alappuzha,Beach,Domestic,Monsoon,10/14/2023,2097,3.59,440412.37,210.0202051
VIS3512,Thailand,Rome,Wildlife,Domestic,Winter,5/1/2021,4599,4.35,429656.49,93.42389432
VIS3513,Malaysia,Munnar,City Tourism,Domestic,Monsoon,8/21/2023,2632,3.44,215785.38,81.98532675
VIS3514,Italy,Bangkok,Beach,International,Winter,5/23/2022,2743,2.55,178533.6,65.08698505
VIS3515,India,Bangkok,Hill Station,Domestic,Summer,5/2/2021,4197,3.82,500143.01,119.1667882
VIS3516,Indonesia,Alappuzha,Wildlife,Domestic,Monsoon,10/18/2023,4315,4.01,685598.94,158.8873557
VIS3517,India,Paris,Beach,Domestic,Summer,1/22/2022,1800,3.46,384537.96,213.6322
VIS3518,France,Kochi,Wildlife,International,Summer,5/18/2022,1667,3.25,493292.64,295.9164007
VIS3519,Dubai,Kochi,City Tourism,Domestic,Winter,5/10/2023,3531,3.85,124227.75,35.18203059
VIS3520,France,Bangkok,Adventure,International,Summer,11/21/2021,557,3.64,16039.5,28.7962298
VIS3521,Indonesia,Bangkok,Heritage,International,Summer,5/3/2023,2812,2.65,658763.05,234.26851
VIS3522,Malaysia,Paris,Hill Station,International,Monsoon,5/28/2022,4140,2.63,211270.37,51.03149034
VIS3523,Malaysia,Dubai,Hill Station,Domestic,Monsoon,2/21/2023,1683,2.98,304245.21,180.7755258
VIS3524,Thailand,Dubai,Heritage,Domestic,Summer,5/26/2022,1554,3.34,315126.83,202.7843179
VIS3525,Singapore,Paris,Beach,International,Winter,2/28/2021,3815,3.46,100695.57,26.39464482
VIS3526,Thailand,Paris,Heritage,International,Summer,7/31/2022,879,4.76,96295.63,109.5513424
VIS3527,France,Paris,City Tourism,Domestic,Summer,5/11/2023,2350,3.95,417116.49,177.4963787
VIS3528,Italy,Kochi,Adventure,International,Summer,5/26/2022,456,4.17,31370.14,68.79416667
VIS3529,Malaysia,Kuala Lumpur,Wildlife,Domestic,Summer,11/19/2021,1885,3.44,428550.15,227.3475597
VIS3530,Thailand,Singapore,City Tourism,International,Monsoon,1/6/2022,4409,4.2,414670.51,94.05092084
VIS3531,Italy,Rome,Adventure,International,Summer,11/15/2022,4780,2.86,185566.78,38.82150209
VIS3532,Thailand,Rome,Hill Station,International,Winter,4/11/2024,58,4.34,1650,28.44827586
VIS3533,Malaysia,Paris,Adventure,Domestic,Winter,2/9/2023,4069,3.72,694727.16,170.7365839
VIS3534,Italy,Bangkok,Adventure,Domestic,Monsoon,12/11/2022,379,3.07,20838.1,54.9817942
VIS3535,Malaysia,Kochi,City Tourism,Domestic,Monsoon,10/1/2023,1183,4.23,274995.11,232.4557143
VIS3536,India,Bali,Hill Station,International,Monsoon,6/7/2021,3790,3.12,588951.53,155.3961821
VIS3537,Italy,Kochi,City Tourism,International,Monsoon,4/28/2023,810,4.36,66449.82,82.03681481
VIS3538,Malaysia,Alappuzha,Adventure,International,Summer,3/1/2023,2207,4.28,260457.04,118.0140643
